lr,gamma,scores,avg_scores
0.0001,0.99,275.4360460748354,131.31748963180408
0.0001,0.99,257.7022153761769,132.42340925436713
0.0001,0.99,164.4371907452325,133.3911534973002
0.0001,0.99,59.92971557385977,131.5321783601143
0.0001,0.99,-96.06117802164623,129.08388375808278
0.0001,0.99,202.36089765563523,132.61424307562632
0.0001,0.99,242.82629356968457,136.25579691019323
0.0001,0.99,164.66390429599292,135.3618687505696
0.0001,0.99,123.64543546499439,135.214978249669
0.0001,0.99,142.5714362143576,133.7497593244042
0.0001,0.99,194.26874936475153,135.950971414072
0.0001,0.99,279.9022027988597,137.24030601227517
0.0001,0.99,138.55527376178568,137.0912426590494
0.0001,0.99,154.87099525348899,136.20600750559288
0.0001,0.99,288.33554876728243,136.11238437376113
0.0001,0.99,69.28114482716498,135.62114380501188
0.0001,0.99,289.60234458976197,138.20420216467957
0.0001,0.99,267.93454568680926,138.7404791239448
0.0001,0.99,150.2870254656079,138.40037693698216
0.0001,0.99,113.70003437481672,137.70039795367254
0.0001,0.99,26.377548362362717,136.4923050192285
0.0001,0.99,150.07429525837247,136.659475089556
0.0001,0.99,263.42629528388204,136.51769010749874
0.0001,0.99,297.0044523189382,137.81405864706497
0.0001,0.99,232.05670264822584,138.6646754645067
0.0001,0.99,142.0437892722105,140.06997501729546
0.0001,0.99,266.3888717346253,141.39421907956958
0.0001,0.99,117.99467368904837,142.1951439721365
0.0001,0.99,135.82313773901964,141.0478987194742
0.0001,0.99,271.1449468197719,142.3422684240884
0.0001,0.99,276.5980639950142,142.64505172401752
0.0001,0.99,180.01595614777918,143.11880793103342
0.0001,0.99,133.46393222062466,143.94091377256873
0.0001,0.99,277.72580480731165,145.74373810069744
0.0001,0.99,46.35209188458893,146.06221246975667
0.0001,0.99,25.848947407371483,145.79469395939316
0.0001,0.99,55.8066641470171,143.3748175323944
0.0001,0.99,150.32651427138848,144.58514689403424
0.0001,0.99,159.39644734517026,143.30058796930717
0.0001,0.99,163.56116648993597,142.18322346863408
0.0001,0.99,166.59490736393192,145.1372385149159
0.0001,0.99,254.45707019642228,145.8539870085087
0.0001,0.99,162.23771022785164,146.515044506917
0.0001,0.99,62.780494800052395,147.49997770707188
0.0001,0.99,134.5122124051768,148.77971626755823
0.0001,0.99,165.9906397033174,148.47717536969492
0.0001,0.99,-8.112355716435047,147.04174052385684
0.0001,0.99,144.14091888706702,147.23021200193295
0.0001,0.99,177.038983460914,148.8573679036118
0.0001,0.99,277.94719475759905,149.83596219516386
0.0001,0.99,283.09894464660096,151.37943072836435
